Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0042910~xenobiotic transmembrane transporter activity	2	2.8169014084507045	0.08708953761271895	ABCC2, ABCG2	71	25	19253	21.69352112676056	0.9999999999436493	0.469920630035296	0.43363332269666316
SMART	SM00408:IGc2	4	5.633802816901409	0.08750040731969334	PDGFRA, PECAM1, CD3G, CD3E	44	262	10706	3.7147814018043026	0.9914473771327134	0.6500030258034363	0.6375029676149087
GOTERM_BP_DIRECT	GO:0031016~pancreas development	2	2.8169014084507045	0.0894143253769871	HNF4A, HNF1A	71	26	19478	21.102925243770315	1.0	0.6148158571376303	0.603731436636351
GOTERM_CC_DIRECT	GO:0005769~early endosome	4	5.633802816901409	0.09001258440166131	KIFC1, APOA1, APOE, APOB	71	315	20795	3.7192041135703104	0.9999999438611651	0.4085186522844628	0.3554343076373293
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	3	4.225352112676056	0.0903302323939952	ATP4B, UGT1A1, CYP1A1	71	140	19478	5.878672032193158	1.0	0.6160225684574098	0.6049163923433941
GOTERM_MF_DIRECT	GO:0050750~low-density lipoprotein particle receptor binding	2	2.8169014084507045	0.09041301027386565	APOE, APOB	71	26	19253	20.859154929577464	0.9999999999780892	0.47413721093138045	0.4375242988903472
GOTERM_MF_DIRECT	GO:0003823~antigen binding	3	4.225352112676056	0.09211937305344169	IGKC, IGLC1, JCHAIN	71	140	19253	5.810764587525151	0.9999999999865276	0.47413721093138045	0.4375242988903472
GOTERM_BP_DIRECT	GO:0006699~bile acid biosynthetic process	2	2.8169014084507045	0.09269116052149028	CYP7A1, CYP8B1	71	27	19478	20.32133541992697	1.0	0.6269841101941457	0.6156803101305492
GOTERM_MF_DIRECT	GO:0008514~organic anion transmembrane transporter activity	2	2.8169014084507045	0.09372455597460595	ABCC2, ABCG2	71	27	19253	20.08659363588941	0.9999999999914809	0.47413721093138045	0.4375242988903472
GOTERM_BP_DIRECT	GO:0010875~positive regulation of cholesterol efflux	2	2.8169014084507045	0.09595637149704063	APOA1, APOE	71	28	19478	19.595573440643864	1.0	0.6438362990769178	0.6322286734925984
INTERPRO	IPR010982:Lambda_DNA-bd_dom_sf	2	2.8169014084507045	0.09621474113041346	HNF4A, HNF1A	71	30	20808	19.538028169014083	0.9999999999999882	0.6777793986298015	0.6713650825544406
INTERPRO	IPR050119:CCR1-9-like	2	2.8169014084507045	0.09621474113041346	CXCR1, CXCR2	71	30	20808	19.538028169014083	0.9999999999999882	0.6777793986298015	0.6713650825544406
GOTERM_MF_DIRECT	GO:0008194~UDP-glycosyltransferase activity	2	2.8169014084507045	0.0970242169087381	UGT1A1, UGT2B7	71	28	19253	19.369215291750503	0.9999999999966879	0.47413721093138045	0.4375242988903472
GOTERM_MF_DIRECT	GO:0005319~lipid transporter activity	2	2.8169014084507045	0.0970242169087381	APOE, APOB	71	28	19253	19.369215291750503	0.9999999999966879	0.47413721093138045	0.4375242988903472
KEGG_PATHWAY	hsa00120:Primary bile acid biosynthesis	2	2.8169014084507045	0.09877502603338062	CYP7A1, CYP8B1	53	17	8534	18.943396226415093	0.9999997706582893	0.5889367800256915	0.5608921714530395
KEGG_PATHWAY	hsa05152:Tuberculosis	4	5.633802816901409	0.09886603191988487	FCGR3A, FCGR3B, ITGB2, CD14	53	182	8534	3.538876218121501	0.999999774037685	0.5889367800256915	0.5608921714530395
GOTERM_CC_DIRECT	GO:1903561~extracellular vesicle	3	4.225352112676056	0.0992019941414852	ITGB2, APOA1, APOE	71	158	20795	5.561151720449278	0.9999999906877924	0.438968824076072	0.381927677444718
