SYMBOL	GSM1480291_LVirgin	GSM1480292_LVirgin	GSM1480293_LPregnant	GSM1480294_LPregnant	GSM1480295_LLactate	GSM1480296_LLactate	GSM1480297_BVirgin	GSM1480298_BVirgin	GSM1480299_BPregnant	GSM1480300_BPregnant	GSM1480301_BLactate	GSM1480302_BLactate
Pde6a	2	8	7	5	8	3	1	4	5	4	1	1
Pde5a	409	371	93	96	49	40	359	368	605	1013	1045	815
Pde4dip	720	739	1977	1730	1295	1527	1004	884	834	694	881	834
Pde4d	488	498	356	411	108	96	1099	1457	1005	985	576	553
Pde4c	125	218	468	454	159	184	44	49	86	106	93	47
Pde4b	15476	14554	12834	12400	4352	2847	25626	25037	34003	38291	44547	36835
Pde4a	211	291	106	106	56	54	364	455	219	219	135	140
Pde3b	11	14	16	5	4	4	21	19	10	9	7	1
Pde3a	5	13	2	5	1	1	91	147	131	97	88	66
Pde2a	259	338	57	51	21	17	790	989	876	503	255	285
Pde1c	5	2	5	6	5	2	2	6	0	1	0	0
Pde1b	11	25	2	6	5	3	37	39	40	54	42	40
Pde1a	6	2	3	0	0	2	32	33	7	13	10	5
Pde12	874	989	1062	917	445	502	4661	4037	2844	2646	2939	2850
Pde11a	0	2	2	2	1	0	2	2	3	4	2	7
Pde10a	2	3	2	7	1	2	9	23	22	37	35	33
Pddc1	342	300	182	183	103	113	146	124	121	122	137	151
Pdcl3	981	1202	720	629	230	316	1282	1119	1698	1844	2032	1833
Pdcl2	0	0	0	0	0	0	0	0	1	0	2	0
Pdcl	626	671	588	534	733	877	832	635	649	609	618	661
Pdcd7	379	397	205	203	193	186	835	695	445	351	419	436
Pdcd6ip	6200	6885	6308	6301	3298	3490	5572	5283	5169	4880	5532	4831
Pdcd6	1916	2015	2139	2101	782	794	1373	1289	1426	1275	897	845
Pdcd5	155	143	116	114	38	49	123	110	149	154	100	97
Pdcd4	1481	1411	4328	3169	5962	6516	1424	998	1034	758	1256	1180
Pdcd2l	222	227	214	151	108	94	180	165	175	142	131	141
Pdcd2	307	315	224	195	133	119	212	217	155	131	127	115
Pdcd1lg2	0	1	0	0	0	0	1	4	2	1	0	0
Pdcd11	1431	1432	1100	962	427	551	1338	1184	1040	746	585	618
Pdcd10	514	558	497	512	169	175	518	575	570	578	557	548
Pdcd1	1	0	0	0	0	1	0	1	0	1	0	1
Pdc	0	0	0	0	0	0	0	0	0	0	0	0
Pdap1	2118	2208	2065	1737	1235	1191	1875	1589	1700	1512	1264	1116
Pcyt2	854	931	1022	841	1227	1333	702	581	540	400	844	839
Pcyt1b	9	18	3	6	0	0	267	267	247	302	405	473
Pcyt1a	1342	1517	1505	1478	714	725	1464	1211	1578	1364	1411	1200
Pcyox1l	227	201	75	53	45	39	234	160	84	89	84	83
Pcyox1	2268	2134	1917	1798	1578	1626	2681	2357	2149	1943	1980	2027
Pcx	1609	1939	8078	9090	19950	21445	302	266	754	481	568	610
Pctp	103	89	95	129	31	30	9	6	18	20	8	6
Pcsk9	3	3	4	1	2	1	23	18	21	15	19	25
Pcsk7	1118	1432	2105	2443	1940	2116	869	845	980	802	957	1017
Pcsk6	358	368	1083	1202	202	186	1304	1245	828	396	143	151
Pcsk5	131	111	76	87	26	29	1116	940	1907	1558	841	822
Pcsk4	156	253	89	98	63	88	70	52	76	54	25	22
Pcsk2os2	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk2os1	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk2	0	1	0	0	0	0	2	5	0	0	1	0
Pcsk1n	1	1	1	1	0	0	1	1	2	2	0	1
Pcsk1	4	2	1	2	1	2	12	23	1	5	5	2
Pcp4l1	8	8	2	2	2	2	95	150	113	144	257	197
Pcp4	22	76	4	1	842	1266	6	20	200	261	224	225
Pcp2	1	3	0	2	3	0	0	0	0	0	0	0
Pcolce2	12	22	18	8	7	9	29	22	4	4	3	8
Pcolce	144	163	22	47	202	157	337	340	511	434	212	184
Pcnx4	116	123	40	36	56	48	304	230	233	231	337	350
Pcnx3	2187	2424	1934	1499	790	874	2603	2303	2337	2194	1797	1754
Pcnx2	23	26	5	2	1	3	1	1	1	0	1	1
Pcnx	2486	2590	1581	1502	1202	1155	2744	2642	2298	2187	2723	2450
Pcnt	1354	1389	919	773	497	448	1271	1115	864	855	1137	1060
Pcnp	2008	1993	1534	1306	744	795	1935	1837	2293	2022	1975	1824
Pcna	4360	4030	2468	1592	1582	1535	7120	5638	4123	3092	2485	2581
Pcmtd2	757	761	471	751	333	287	565	794	607	841	868	1011
Pcmtd1	1085	961	1036	1144	1427	1459	1344	1242	1374	1593	2029	1982
Pcmt1	1155	1257	999	892	565	492	1128	983	1210	1059	1170	973
Pcm1	2322	2236	1360	1277	660	731	3270	2659	2629	2596	2814	2698
Pclo	1	2	3	0	5	3	1	8	12	17	14	7
Pck2	1548	1706	539	486	377	332	693	585	767	846	665	758
Pck1	0	1	0	0	0	0	2	3	15	25	15	4
Pcif1	1260	1209	683	652	370	376	1178	919	949	980	1003	1031
Pcid2	563	724	447	348	220	237	1467	1090	881	580	637	727
Pcgf6	537	483	306	301	126	116	592	531	651	508	359	360
Pcgf5	277	328	288	252	113	114	480	460	381	366	326	297
Pcgf3	1017	1013	843	789	327	384	746	668	727	591	646	619
Pcgf2	847	848	592	562	154	183	996	790	870	651	491	683
Pcgf1	64	59	16	15	22	23	62	46	49	48	34	41
Pcf11	4158	4430	2604	3037	1855	1873	9579	7917	4530	4546	6936	7572
Pced1b	211	208	180	212	152	123	45	56	34	44	41	43
Pced1a	319	360	191	170	115	110	476	393	367	394	320	369
Pcdhgc5	7	7	7	4	0	0	24	17	9	9	12	14
Pcdhgc4	19	18	4	2	5	3	44	32	53	51	52	44
Pcdhgc3	309	361	46	29	28	33	2799	2599	3418	2856	2475	2385
Pcdhgb8	14	12	5	2	0	1	51	79	64	62	67	91
Pcdhgb7	18	20	6	4	4	3	41	47	64	59	52	56
Pcdhgb6	83	62	14	17	12	13	115	131	128	138	135	146
Pcdhgb5	22	38	6	12	6	6	77	93	118	130	137	117
Pcdhgb4	32	30	14	8	6	4	53	52	57	59	55	73
Pcdhgb2	20	29	6	5	2	7	36	54	54	50	65	40
Pcdhgb1	31	32	8	5	3	8	116	127	124	154	98	125
Pcdhga9	22	17	0	4	1	5	34	31	38	30	30	32
Pcdhga8	3	12	0	2	0	1	17	19	13	18	17	16
Pcdhga7	42	39	10	16	2	5	54	56	57	47	57	53
Pcdhga6	34	30	6	11	6	4	54	62	69	99	84	109
Pcdhga5	42	40	13	12	8	2	61	55	52	66	95	77
Pcdhga4	17	20	4	5	1	4	41	27	26	17	20	29
Pcdhga3	7	29	4	14	0	2	10	24	29	20	15	16
Pcdhga2	16	9	2	10	2	0	18	14	17	15	10	8
Pcdhga12	7	3	1	0	1	0	9	13	2	11	5	12
Pcdhga11	24	25	1	2	3	0	83	79	71	88	95	106
Pcdhga10	21	22	2	5	3	1	61	42	77	65	60	68
Pcdhga1	24	36	2	4	3	2	71	71	45	40	52	47
Pcdhb9	25	15	17	12	4	4	98	76	74	62	56	70
Pcdhb8	9	5	4	4	1	8	63	80	103	102	96	167
Pcdhb7	38	50	59	70	24	41	245	236	290	264	294	286
Pcdhb6	4	5	8	6	0	4	84	65	97	133	113	123
Pcdhb5	14	30	34	52	13	22	78	84	97	87	85	87
Pcdhb4	31	16	22	21	6	13	40	39	50	47	50	48
Pcdhb3	21	24	19	23	7	7	181	119	100	141	179	219
Pcdhb22	59	37	15	10	14	8	35	42	24	21	44	26
Pcdhb21	13	15	1	1	2	1	20	29	9	12	9	19
Pcdhb20	28	31	16	16	11	12	75	90	65	80	144	86
Pcdhb2	4	4	5	0	1	3	44	20	26	23	31	36
Pcdhb19	23	23	16	21	6	9	53	49	38	33	47	55
Pcdhb18	39	30	6	11	8	5	34	21	25	19	26	26
Pcdhb17	107	87	24	67	38	32	128	117	97	125	204	123
Pcdhb16	36	25	9	18	8	2	88	53	69	77	62	68
Pcdhb15	7	3	6	2	2	2	9	11	15	12	21	9
Pcdhb14	43	54	34	29	29	25	76	76	80	91	70	77
Pcdhb13	9	8	3	6	4	1	68	65	118	81	187	123
Pcdhb12	11	7	13	12	7	6	34	51	27	34	27	45
Pcdhb11	18	39	22	30	6	16	146	164	187	191	134	232
Pcdhb10	4	7	2	7	2	4	73	71	85	85	95	58
Pcdhb1	12	3	0	0	0	0	0	0	0	0	0	0
Pcdhac2	300	431	0	0	0	0	10	11	36	19	8	11
Pcdhac1	3	14	1	0	0	0	0	0	0	0	0	0
Pcdha9	6	3	1	0	1	2	6	5	0	0	0	5
Pcdha8	20	21	1	3	1	2	6	1	1	1	1	4
Pcdha7	2	1	0	0	0	0	2	0	0	1	0	0
Pcdha6	0	1	0	1	1	0	1	0	0	0	0	0
Pcdha5	1	1	2	0	1	1	10	2	0	3	2	0
Pcdha4	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha3	3	2	0	1	1	1	0	1	1	1	0	0
Pcdha2	0	5	2	1	1	1	2	0	0	0	1	0
Pcdha12	14	16	1	0	0	1	8	0	0	7	7	3
Pcdha11	4	3	0	0	0	0	2	0	0	0	1	1
Pcdha10	22	11	4	2	2	3	4	2	1	2	3	3
Pcdha1	0	1	1	0	0	0	1	0	0	0	0	0
Pcdh9	5	1	0	0	0	1	19	8	17	8	5	6
Pcdh8	4	5	2	3	1	0	27	16	5	4	5	6
Pcdh7	7	8	12	10	4	14	1918	1816	2822	3390	3380	3593
Pcdh20	0	5	2	0	0	0	2	4	0	1	1	0
Pcdh19	15	19	7	8	2	2	68	73	91	86	47	44
Pcdh18	43	81	81	29	22	37	1493	1716	5490	4225	2642	2199
Pcdh17	11	22	14	9	3	1	49	72	93	57	52	36
Pcdh15	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh12	42	44	22	39	11	29	73	95	79	67	72	94
Pcdh11x	0	0	0	0	0	0	0	2	0	0	0	0
Pcdh10	62	88	41	19	14	16	224	156	207	156	147	125
Pcdh1	1279	1601	756	839	420	446	630	585	604	736	710	740
Pccb	1216	1333	1381	1178	1263	1109	854	881	1025	930	724	756
Pcca	650	786	702	643	929	880	542	543	608	580	490	484
Pcbp4	513	556	670	781	191	161	2232	2035	2116	1661	1060	1096
Pcbp3	100	119	11	3	7	10	144	144	100	81	60	80
Pcbp2	6102	6443	4365	3846	1596	1433	6351	6138	5821	4799	4111	4260
Pcbp1	6321	6769	6475	5145	3052	3011	4939	4479	4842	4147	2872	2758
Pcbd2	198	175	147	142	113	92	87	93	139	164	131	115
Pcbd1	53	61	26	26	65	45	153	116	389	391	581	541
Pbxip1	2411	2679	930	1029	644	693	10296	8132	12309	16297	25001	22516
Pbx4	13	16	1	3	2	0	3	1	7	2	4	1
Pbx3	70	72	72	33	58	49	281	329	331	259	208	216
Pbx2	724	716	528	554	415	503	594	498	457	416	420	500
Pbx1	2561	2375	1478	1528	490	453	4705	4768	4246	4318	4930	4695
Pbsn	0	0	0	0	0	0	0	0	0	0	0	0
Pbrm1	3070	3169	2502	2455	1371	1385	3485	3276	3557	3363	3669	3297
Pbp2	1	3	0	0	0	0	0	0	0	0	0	0
Pbld2	9	23	20	25	17	11	32	55	61	78	47	48
Pbld1	0	3	0	2	3	1	11	20	4	7	4	3
Pbk	420	442	321	171	459	361	264	271	240	157	20	16
Pbdc1	640	653	552	457	348	277	867	754	779	642	485	434
Paxip1	860	970	956	636	555	534	952	881	1038	789	777	768
Paxbp1	2155	2174	1571	1580	522	555	2081	1979	1898	1554	1345	1363
Pax9	3	2	0	1	0	1	0	3	3	1	2	3
Pax8	1	2	0	1	0	0	61	53	65	45	93	85
Pax7	1	0	0	0	0	0	0	0	0	0	0	0
Pax6os1	0	0	0	0	0	0	0	0	0	0	0	0
Pax6	2	1	0	2	0	0	7	1	1	1	0	3
Pax5	0	0	0	0	0	0	0	0	0	0	0	0
Pax4	0	0	0	0	0	0	0	0	0	0	0	0
Pax3	0	0	0	0	1	0	2	0	0	0	0	0
Pax2	0	0	0	0	0	0	0	0	0	0	0	0
Pax1	0	1	0	0	0	0	1	1	0	0	0	0
Pawr	1219	1376	1858	1642	249	207	2712	2608	5164	5848	4355	4630
Patz1	301	314	149	128	46	48	293	193	173	129	93	88
Patl2	4	9	3	6	2	1	2	0	6	4	6	5
Patl1	1819	1915	1214	1106	312	256	1601	1614	1295	1161	989	928
Patj	2508	2563	1672	1660	1144	1237	3016	2823	2477	2415	2647	2577
Pate4	0	2	0	1	0	0	0	0	1	1	1	1
Pate3	0	0	0	0	1	0	0	0	0	0	0	0
Pate2	3	0	4	0	1	0	2	0	2	3	3	2
Pate1	0	0	0	0	0	0	0	0	0	0	0	0
Pask	324	288	275	209	156	140	280	231	217	202	127	105
Parvg	7	1	2	2	0	2	5	19	7	7	4	4
Parvb	24	43	9	10	0	6	124	170	43	60	39	22
Parva	3483	3215	2310	2349	1015	889	9616	8432	11554	11512	11741	10183
Particl	57	82	38	37	29	27	143	120	170	208	111	124
Pars2	52	40	12	8	7	10	18	6	15	11	9	7
Parpbp	81	87	87	62	107	83	49	49	64	43	20	23
Parp9	1118	1245	1376	1234	422	434	581	642	791	644	856	549
Parp8	477	498	360	350	80	79	1232	1313	1034	838	908	926
Parp6	798	849	687	723	369	408	834	819	628	601	669	783
Parp4	1233	1143	685	770	359	397	962	804	513	542	923	981
Parp3	480	518	263	363	334	325	403	342	420	374	617	675
Parp2	749	699	340	278	206	242	524	423	366	377	339	373
Parp16	233	275	301	252	190	161	161	133	86	81	97	105
Parp14	1020	1137	817	540	347	288	1367	1357	1050	792	1044	847
Parp12	456	456	238	209	145	151	762	599	745	683	639	693
Parp11	113	119	67	78	106	128	103	121	98	94	130	96
Parp10	768	785	683	547	304	356	615	481	701	545	477	499
Parp1	1802	1782	2058	1440	1184	1300	1930	1733	2244	1701	1259	1242
Parn	861	871	533	496	216	177	875	819	920	845	864	791
Parm1	581	560	171	185	83	97	1631	1214	534	372	133	132
Parl	564	456	481	413	284	291	430	384	367	382	282	264
Park7	2494	2451	1885	1525	1163	1078	1128	1028	1898	1851	1528	1426
Park2	40	68	34	37	21	17	39	34	58	55	78	53
Parg	841	904	952	755	473	532	812	659	771	662	809	758
Pard6g	215	171	349	290	264	292	1667	1352	1719	1618	1712	1525
Pard6b	1859	2785	4844	4896	1024	721	875	551	693	502	359	260
Pard6a	77	73	45	61	50	47	76	65	63	40	41	50
Pard3b	441	379	644	525	93	69	477	444	354	323	184	204
Pard3	2364	2441	1935	1457	694	728	3417	3444	5142	4386	3136	3026
Paqr9	0	0	0	0	0	0	5	1	1	4	1	0
Paqr8	32	37	3	6	1	1	154	164	101	84	77	70
Paqr7	138	180	68	68	39	20	226	125	62	82	97	103
Paqr6	169	284	58	40	6	9	116	146	159	204	173	246
Paqr5	42	26	10	7	10	6	3	0	6	9	14	8
Paqr4	107	146	209	214	425	601	142	124	192	167	217	251
Paqr3	33	32	17	7	1	7	113	102	89	57	73	58
Papss2	171	156	371	208	117	97	78	94	63	40	29	25
Papss1	3597	3700	2657	2219	1900	1842	3109	2857	3218	3157	3157	3306
Pappa2	0	1	0	0	1	0	149	117	5	17	2	6
Pappa	125	37	140	249	250	127	2236	3119	2401	2280	303	342
Papolg	380	408	180	171	162	185	326	306	190	175	183	185
Papolb	46	51	55	38	42	66	53	58	50	58	60	38
Papola	2804	3205	2883	2453	2088	2131	3789	3584	4480	4104	3604	3060
Papln	3714	3762	271	248	45	41	3317	4639	925	1389	1072	1175
Papd7	1144	1316	1036	1017	287	276	1684	1437	1723	1291	894	803
Papd5	1232	1201	1357	1147	521	544	1566	1184	1413	1133	838	856
Papd4	326	292	252	229	146	168	237	218	171	159	190	219
Paox	55	55	32	24	33	42	25	26	27	25	19	27
Panx3	0	0	0	2	0	0	6	10	0	0	0	0
Panx2	29	26	1	0	16	19	66	71	29	36	24	38
Panx1	198	188	293	208	400	366	1555	2116	2447	2327	1587	997
Pantr1	0	0	0	0	0	0	0	0	0	0	0	0
Pank4	936	948	662	632	369	381	999	807	840	652	462	454
Pank3	2353	2418	2784	2410	4740	5087	3039	2754	3031	2465	3272	2788
Pank2	557	577	320	264	303	303	535	504	444	457	542	515
Pank1	132	137	220	153	266	285	235	172	210	132	198	208
Panct2	19	9	48	90	236	277	0	0	0	2	4	3
Pan3	2162	2246	1787	1689	715	617	1734	1541	1437	1136	1380	1446
Pan2	1611	1728	1187	1120	613	602	978	982	789	637	562	634
Pamr1	29	47	6	44	9	11	864	551	90	143	330	275
Pam16	178	150	110	136	85	76	143	93	102	113	81	59
Pam	2864	2508	1060	1010	366	315	3032	2609	2727	2546	2116	2065
Palmd	193	155	87	102	28	29	1096	1481	375	609	690	968
Palm3	0	1	0	0	0	0	7	4	14	8	2	4
Palm2	338	311	70	64	4	2	534	511	692	729	444	423
Palm	68	71	11	14	6	7	1103	922	851	842	1007	1132
Palld	345	404	161	177	38	35	6983	6545	7630	9538	13804	13114
Pald1	1736	1705	1533	1161	868	992	649	613	860	582	550	529
Palb2	50	69	28	12	59	71	37	49	24	12	11	17
Pak7	0	0	0	0	0	0	0	0	0	0	0	0
Pak6	704	878	337	352	327	390	290	324	775	648	572	381
Pak4	1610	1708	1185	1157	1021	1092	926	636	656	463	392	348
Pak3	295	250	200	146	7	4	561	454	759	1054	1474	1030
Pak2	3619	4004	3241	3200	1348	1285	2657	2608	3510	3266	3136	2766
Pak1ip1	1868	1964	1522	1315	379	421	1397	1203	1438	1104	929	875
Pak1	2603	2808	1670	1844	401	346	1495	1400	1567	1358	1188	1250
Paip2b	2082	2313	3036	2238	1849	1633	2471	2276	2160	1481	1670	1412
Paip2	2799	3070	2202	2027	971	825	3402	3469	3798	3772	3688	3491
Paip1	1727	1652	1070	958	540	557	1915	1946	1886	1601	1411	1314
Paics	4594	4362	3097	2546	1347	1265	2634	2279	1876	1446	1234	1225
Pah	0	0	0	0	1	0	0	0	0	0	0	0
Pagr1a	151	162	110	105	116	108	118	89	95	114	113	130
Pag1	1006	869	244	178	175	202	357	452	382	257	228	236
Pafah2	416	474	487	545	324	332	278	233	315	320	386	443
Pafah1b3	670	718	652	563	273	265	459	376	318	303	211	198
Pafah1b2	1717	1771	1709	1632	755	717	1587	1640	2087	1801	1274	1146
Pafah1b1	5093	5781	3955	3648	1477	1486	5397	5237	5218	4829	5128	4251
Paf1	2020	2108	1325	1154	556	578	4287	3580	3684	2934	2213	2338
Padi6	0	0	0	1	0	0	2	1	1	0	2	1
Padi4	37	44	11	21	61	72	3	10	4	7	0	2
Padi3	4	41	6	2	1	1	477	649	385	269	441	482
Padi2	807	869	34	14	104	103	78	71	124	118	104	134
Padi1	20	15	2	3	9	6	33	23	21	17	41	63
Pacsin3	1129	1254	942	962	281	279	480	388	385	379	541	504
Pacsin2	2327	2383	1540	1538	1588	1784	1681	1565	1997	1911	2456	2152
Pacsin1	2	10	0	4	9	4	7	4	0	3	4	1
Pacs2	978	1121	1020	876	654	704	883	664	762	447	644	580
Pacs1	2121	2457	1590	1531	370	402	1271	1212	1216	1124	1148	1125
Pacrgl	115	116	116	74	58	70	120	106	107	96	88	128
Pacrg	20	11	3	1	3	1	57	29	6	18	31	25
Pabpn1l	0	0	0	0	0	1	2	0	1	0	0	0
Pabpn1	3992	4576	4219	3693	1901	1869	3342	3537	4618	4142	3216	2861
Pabpc6	0	1	1	2	0	1	2	5	4	2	1	3
Pabpc5	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc4l	1	1	1	0	3	3	21	36	51	30	15	23
Pabpc4	4276	4306	2845	2527	1436	1452	2465	2413	1639	1276	756	784
Pabpc2	1	0	0	0	0	0	0	0	0	0	1	0
Pabpc1l2b-ps	0	0	0	0	0	0	1	0	0	0	0	0
Pabpc1l	55	57	56	76	19	15	21	21	18	13	17	10
Pabpc1	19402	24384	24503	23564	6192	5723	21956	22283	25833	19795	14268	13033
Pa2g4	5177	4922	4573	3192	2005	2080	4146	3888	4860	3970	2479	1908
P4htm	82	102	14	15	4	11	98	68	61	61	48	48
P4hb	10424	10954	13022	11237	15653	16361	12264	10662	7982	6543	5289	4889
P4ha3	3	4	2	5	0	0	6	15	11	9	7	3
P4ha2	270	299	211	308	193	229	297	290	200	217	261	206
P4ha1	424	364	129	106	150	165	2805	2536	2911	2649	2529	2045
P3h4	625	656	171	170	141	121	830	766	872	972	630	608
P3h3	186	165	79	89	19	26	1225	1158	931	890	686	756
P3h2	319	377	1430	1382	571	483	865	994	1839	2115	1891	1973
P3h1	81	99	184	234	170	179	1205	1132	1492	1250	1203	1176
P2ry6	133	164	21	19	5	4	8	18	19	25	38	24
P2ry4	3	3	0	0	1	0	0	1	1	1	5	3
P2ry2	889	1220	1136	1110	146	119	199	280	343	244	179	115
P2ry14	1	1	1	2	2	3	3	1	0	1	0	0
P2ry13	0	0	0	0	0	0	0	0	0	1	0	0
P2ry12	0	0	0	0	0	0	2	3	1	4	2	4
P2ry10	0	1	4	0	4	8	10	9	16	5	7	4
P2ry1	6	9	24	8	6	11	392	395	168	94	47	43
P2rx7	397	537	402	344	153	153	2386	2130	661	673	668	780
P2rx6	68	60	8	3	17	31	26	25	12	10	60	66
P2rx5	20	27	83	88	70	55	45	29	66	49	29	36
P2rx4	1161	1268	744	724	491	447	457	408	423	396	412	374
P2rx3	19	18	21	28	16	20	4	7	5	8	4	3
P2rx2	19	20	15	16	49	81	7	5	10	8	1	2
P2rx1	2	4	0	1	0	0	35	67	14	39	12	7
Oxtr	481	372	861	902	210	296	10790	7011	9204	12698	35996	37615
Oxt	1	2	0	2	0	0	1	9	5	7	6	13
Oxsr1	1263	1545	1706	1788	686	570	1394	1196	1325	1044	1205	1140
Oxsm	93	129	49	37	115	129	43	40	39	49	67	75
Oxr1	1479	1455	1020	1113	513	547	1792	1676	1118	1266	1245	1325
Oxnad1	417	688	380	418	511	417	485	503	413	384	583	466
Oxld1	43	50	32	25	7	9	21	16	18	32	19	23
Oxgr1	0	1	0	0	0	0	0	0	0	0	0	0
Oxct2b	1	1	0	2	0	0	9	12	8	7	4	0
Oxct2a	8	1	2	5	0	0	3	4	6	4	5	0
Oxct1	1197	1365	1780	1580	5847	5485	4167	3525	2926	2016	4349	3707
Oxa1l	1209	1525	1722	1651	1186	1128	936	885	1038	1040	967	1003
Ovol3	1	0	3	3	4	1	2	0	1	1	0	0
Ovol2	98	117	64	63	25	8	56	55	42	22	25	44
Ovol1	1007	1125	869	1112	403	408	547	619	313	249	217	141
Ovgp1	76	92	189	215	60	37	136	136	140	125	64	53
Ovch2	0	0	0	1	0	1	1	0	0	0	0	0
Ovca2	359	305	144	104	88	122	288	209	165	180	100	89
Otx2os1	0	0	0	0	0	0	0	0	0	0	0	0
Otx2	0	0	0	0	0	0	0	0	0	0	0	0
Otx1	2	7	1	3	0	6	0	3	0	1	1	0
Otulin	459	459	401	373	154	146	334	304	263	255	203	248
Otud7b	1082	1294	949	935	322	314	1155	1410	991	970	1086	971
Otud7a	5	4	2	5	3	8	20	32	10	5	0	0
Otud6b	750	786	862	724	606	729	1052	907	1058	1007	1057	983
Otud6a	0	0	5	0	1	3	2	0	3	0	1	1
Otud5	1731	2203	2827	2807	620	518	2095	1815	2188	1917	1683	1652
Otud4	2228	2146	2082	1861	814	735	3355	3238	3514	2498	2317	2044
Otud3	248	268	249	276	215	249	158	151	143	120	167	156
Otud1	266	278	189	169	24	27	370	258	314	291	412	513
Otub2	84	96	62	43	42	77	127	128	135	97	120	108
Otub1	1230	1332	941	864	410	359	890	732	843	725	652	624
Ott	0	0	0	0	0	0	0	0	0	0	0	0
Otp	0	0	0	0	0	0	0	0	0	0	0	0
Otos	0	2	0	0	0	0	1	2	0	2	1	2
Otor	0	0	0	0	0	0	0	0	0	0	0	0
Otop3	0	2	0	1	1	0	0	2	4	7	6	7
Otop2	0	0	0	0	0	0	0	0	0	0	0	0
Otop1	7	35	57	39	368	513	3	0	3	1	4	3
Otol1	0	0	0	0	0	0	1	1	0	0	1	0
Otogl	0	1	0	2	1	1	0	0	6	1	6	8
Otog	0	0	3	0	0	0	1	3	5	4	5	1
Otof	0	2	1	0	2	0	2	2	2	0	0	3
Otoa	1	14	3	3	1	0	32	79	340	298	331	323
Otc	0	0	0	0	0	1	0	0	0	0	0	0
Ostn	0	0	0	0	0	0	0	0	0	0	0	0
Ostm1	472	540	391	357	488	418	372	337	380	417	488	530
Ostf1	907	958	1043	943	564	578	476	474	517	580	538	581
Ostc	760	797	1305	900	1460	1462	758	664	729	622	518	486
Ost4	668	734	592	559	435	422	525	485	572	510	445	396
Osr2	5	10	0	0	1	1	14	16	6	4	4	3
Osr1	7	22	3	3	4	8	546	379	530	481	680	1209
Osmr	7270	7436	605	796	171	165	10823	16984	16824	18718	16365	12382
Osm	0	0	17	6	0	0	10	6	8	3	0	0
Osgin2	656	571	161	163	68	91	369	431	469	542	939	1150
Osgin1	2021	2895	3611	4003	2441	2680	2168	4117	3727	4181	2505	1950
Osgepl1	100	111	89	70	60	62	117	144	139	139	148	171
Osgep	282	320	231	203	148	154	375	303	362	377	374	359
Oser1	1858	1857	1890	1616	752	650	1808	1493	1448	1178	1354	1416
Oscp1	79	76	90	111	29	8	168	126	93	95	101	124
Oscar	0	2	2	6	2	1	1	1	4	1	0	0
Osbpl9	4577	3759	1142	1098	527	439	1415	1510	1354	1345	1599	1533
Osbpl8	868	959	807	759	399	370	1150	1235	1660	1342	1333	1148
Osbpl7	567	806	1830	1994	1278	1548	187	146	146	128	95	137
Osbpl6	35	31	19	13	5	5	177	148	125	115	119	149
Osbpl5	687	830	305	354	201	224	1402	1206	1515	1348	1551	1530
Osbpl3	2228	2157	264	401	269	300	1300	1025	636	805	1387	892
Osbpl2	936	1000	1223	1157	1027	982	596	420	453	363	441	548
Osbpl1a	744	830	951	838	3167	3275	613	761	1005	841	897	832
Osbpl11	915	1159	692	636	199	179	1116	1173	1027	842	772	766
Osbpl10	273	313	533	429	249	251	85	77	102	80	68	60
Osbp2	14	9	11	4	18	18	9	16	44	80	114	117
Osbp	1719	1892	2022	1872	1087	944	1733	1663	1775	1563	1434	1309
Os9	3870	4151	3823	3643	2733	3020	1760	1898	1287	1229	1153	1338
Ormdl3	932	905	3128	3257	5648	5364	987	859	917	843	1012	906
Ormdl2	340	362	356	336	336	355	72	69	39	23	36	22
Ormdl1	413	371	266	231	246	228	120	89	53	52	67	72
Orm3	1	3	3	5	20	8	8	4	12	7	4	7
Orm2	11	16	7	6	135	114	8	7	17	18	9	16
Orm1	2	4	37	62	660	668	4	2	20	36	43	43
Orc6	492	518	269	181	126	125	462	405	254	198	168	192
Orc5	250	213	234	178	177	186	278	206	230	192	272	304
Orc4	816	839	839	745	484	607	932	818	1153	979	1011	907
Orc3	724	663	451	491	289	240	710	638	712	624	619	606
Orc2	563	553	447	359	320	314	691	523	421	329	393	365
Orc1	151	108	112	56	106	108	122	109	106	46	37	35
Oraov1	281	329	199	180	277	275	148	147	172	169	192	220
Orai3	220	249	152	121	137	138	368	211	367	364	490	500
Orai2	242	231	43	42	8	16	326	282	283	317	221	213
Orai1	589	791	1627	1589	2819	2859	215	235	286	210	212	221
Optn	590	712	458	437	283	294	324	422	549	526	491	395
Optc	13	10	0	0	3	1	111	147	325	403	756	639
Oprm1	0	0	0	0	0	0	0	0	0	0	0	0
Oprl1	0	0	1	3	0	1	5	8	18	25	11	5
Oprk1	0	0	0	0	0	0	0	0	0	0	0	0
Oprd1	3	1	0	0	0	0	0	1	0	0	0	0
Opn5	0	0	0	0	0	0	1	0	0	4	0	1
Opn4	0	0	0	0	0	3	0	0	0	0	0	0
Opn3	92	111	174	146	86	79	30	49	39	34	28	18
Opn1sw	18	12	16	10	7	3	51	57	52	37	32	26
Opn1mw	0	5	17	19	34	34	0	2	1	0	2	0
